0,0 0 0,1 1 0,0 0 0,0 0 1
6.855,-0  0  0, -4.2363 -2.11734 -50.8189,-6.11294 0.207657 -46.2766,-0  0  0
6.855,-0  0  0, -4.2363 -2.11734 -50.8189,-6.11294 0.207657 -46.2766,-0  0  0
6.856,-0  0  0, -4.2363 -2.11734 -50.8189,-6.11294 0.207657 -46.2766,-0  0  0
6.857,-0  0  0, -4.2363 -2.11734 -50.8189,-6.11294 0.207657 -46.2766,-0  0  0
6.859,-0  0  0, -4.2363 -2.11734 -50.8189,-6.11294 0.207657 -46.2766,-0  0  0
6.86,-0  0  0, -4.2363 -2.11734 -50.8189,-6.11294 0.207657 -46.2766,-0  0  0
6.862,-0  0  0, -4.2363 -2.11734 -50.8189,-6.11294 0.207657 -46.2766,-0  0  0
6.869,-0  0  0, -4.2363 -2.11734 -50.8189,-6.11294 0.207657 -46.2766,-0  0  0
6.87,-0  0  0, -4.2363 -2.11734 -50.8189,-6.11294 0.207657 -46.2766,-0  0  0
6.871,-0  0  0, -4.2363 -2.11734 -50.8189,-6.11294 0.207657 -46.2766,-0  0  0
6.873,-0  0  0, -4.2363 -2.11734 -50.8189,-6.11294 0.207657 -46.2766,-0  0  0
6.874,-0  0  0, -4.2363 -2.11734 -50.8189,-6.11294 0.207657 -46.2766,-0  0  0
6.875,-0  0  0, -4.2363 -2.11734 -50.8189,-6.11294 0.207657 -46.2766,-0  0  0
6.878,-0  0  0,  -7.137  1.54126 -56.6393,-8.86182  4.81018 -63.7998,-0  0  0
6.879,-0  0  0,  -7.137  1.54126 -56.6393,-8.86182  4.81018 -63.7998,-0  0  0
6.886,-0  0  0,  -7.137  1.54126 -56.6393,-8.86182  4.81018 -63.7998,-0  0  0
6.887,-0  0  0,  -7.137  1.54126 -56.6393,-8.86182  4.81018 -63.7998,-0  0  0
6.888,-0  0  0,  -7.137  1.54126 -56.6393,-8.86182  4.81018 -63.7998,-0  0  0
6.889,-0  0  0,  -7.137  1.54126 -56.6393,-8.86182  4.81018 -63.7998,-0  0  0
6.889,-0  0  0,  -7.137  1.54126 -56.6393,-8.86182  4.81018 -63.7998,-0  0  0
6.89,-0  0  0,  -7.137  1.54126 -56.6393,-8.86182  4.81018 -63.7998,-0  0  0
6.891,-0  0  0,  -7.137  1.54126 -56.6393,-8.86182  4.81018 -63.7998,-0  0  0
6.892,-0  0  0,  -7.137  1.54126 -56.6393,-8.86182  4.81018 -63.7998,-0  0  0
6.902,-0  0  0,  -7.137  1.54126 -56.6393,-8.86182  4.81018 -63.7998,-0  0  0
6.903,-0  0  0,  -7.137  1.54126 -56.6393,-8.86182  4.81018 -63.7998,-0  0  0
6.904,-0  0  0,  -7.137  1.54126 -56.6393,-8.86182  4.81018 -63.7998,-0  0  0
6.908,-0  0  0,-12.6262 0.203137 -54.9618, -13.864  8.74577 -84.0182,-0  0  0
6.909,-0  0  0,-12.6262 0.203137 -54.9618, -13.864  8.74577 -84.0182,-0  0  0
6.91,-0  0  0,-12.6262 0.203137 -54.9618, -13.864  8.74577 -84.0182,-0  0  0
6.911,-0  0  0,-12.6262 0.203137 -54.9618, -13.864  8.74577 -84.0182,-0  0  0
6.911,-0  0  0,-12.6262 0.203137 -54.9618, -13.864  8.74577 -84.0182,-0  0  0
6.919,-0  0  0,-12.6262 0.203137 -54.9618, -13.864  8.74577 -84.0182,-0  0  0
6.92,-0  0  0,-12.6262 0.203137 -54.9618, -13.864  8.74577 -84.0182,-0  0  0
6.921,-0  0  0,-12.6262 0.203137 -54.9618, -13.864  8.74577 -84.0182,-0  0  0
6.922,-0  0  0,-12.6262 0.203137 -54.9618, -13.864  8.74577 -84.0182,-0  0  0
6.923,-0  0  0,-12.6262 0.203137 -54.9618, -13.864  8.74577 -84.0182,-0  0  0
6.924,-0  0  0,-12.6262 0.203137 -54.9618, -13.864  8.74577 -84.0182,-0  0  0
6.925,-0  0  0,-12.6262 0.203137 -54.9618, -13.864  8.74577 -84.0182,-0  0  0
6.926,-0  0  0,-12.6262 0.203137 -54.9618, -13.864  8.74577 -84.0182,-0  0  0
6.936,-0  0  0,-10.6813 -4.84384 -48.1835, -12.7619 -0.311338  -52.9853,-0  0  0
6.937,-0  0  0,-10.6813 -4.84384 -48.1835, -12.7619 -0.311338  -52.9853,-0  0  0
6.938,-0  0  0,-10.6813 -4.84384 -48.1835, -12.7619 -0.311338  -52.9853,-0  0  0
6.939,-0  0  0,-10.6813 -4.84384 -48.1835, -12.7619 -0.311338  -52.9853,-0  0  0
6.939,-0  0  0,-10.6813 -4.84384 -48.1835, -12.7619 -0.311338  -52.9853,-0  0  0
6.94,-0  0  0,-10.6813 -4.84384 -48.1835, -12.7619 -0.311338  -52.9853,-0  0  0
6.941,-0  0  0,-10.6813 -4.84384 -48.1835, -12.7619 -0.311338  -52.9853,-0  0  0
6.942,-0  0  0,-10.6813 -4.84384 -48.1835, -12.7619 -0.311338  -52.9853,-0  0  0
6.952,-0  0  0,-10.6813 -4.84384 -48.1835, -12.7619 -0.311338  -52.9853,-0  0  0
6.954,-0  0  0,-10.6813 -4.84384 -48.1835, -12.7619 -0.311338  -52.9853,-0  0  0
6.954,-0  0  0,-10.6813 -4.84384 -48.1835, -12.7619 -0.311338  -52.9853,-0  0  0
6.955,-0  0  0,-10.6813 -4.84384 -48.1835, -12.7619 -0.311338  -52.9853,-0  0  0
6.956,-0  0  0,-10.6813 -4.84384 -48.1835, -12.7619 -0.311338  -52.9853,-0  0  0
6.959,-0  0  0,-12.1342  -1.1531 -41.3729,-10.5321 -2.10846 -48.3575,-0  0  0
6.96,-0  0  0,-12.1342  -1.1531 -41.3729,-10.5321 -2.10846 -48.3575,-0  0  0
6.96,-0  0  0,-12.1342  -1.1531 -41.3729,-10.5321 -2.10846 -48.3575,-0  0  0
6.969,-0  0  0,-12.1342  -1.1531 -41.3729,-10.5321 -2.10846 -48.3575,-0  0  0
6.97,-0  0  0,-12.1342  -1.1531 -41.3729,-10.5321 -2.10846 -48.3575,-0  0  0
6.971,-0  0  0,-12.1342  -1.1531 -41.3729,-10.5321 -2.10846 -48.3575,-0  0  0
6.972,-0  0  0,-12.1342  -1.1531 -41.3729,-10.5321 -2.10846 -48.3575,-0  0  0
6.973,-0  0  0,-12.1342  -1.1531 -41.3729,-10.5321 -2.10846 -48.3575,-0  0  0
6.974,-0  0  0,-12.1342  -1.1531 -41.3729,-10.5321 -2.10846 -48.3575,-0  0  0
6.974,-0  0  0,-12.1342  -1.1531 -41.3729,-10.5321 -2.10846 -48.3575,-0  0  0
6.975,-0  0  0,-12.1342  -1.1531 -41.3729,-10.5321 -2.10846 -48.3575,-0  0  0
6.986,-0  0  0,-12.1342  -1.1531 -41.3729,-10.5321 -2.10846 -48.3575,-0  0  0
6.987,-0  0  0,-12.1342  -1.1531 -41.3729,-10.5321 -2.10846 -48.3575,-0  0  0
6.99,-0  0  0,-11.9913 -1.99985 -37.6216,-9.90845 -2.79842  -48.219,-0  0  0
6.991,-0  0  0,-11.9913 -1.99985 -37.6216,-9.90845 -2.79842  -48.219,-0  0  0
6.992,-0  0  0,-11.9913 -1.99985 -37.6216,-9.90845 -2.79842  -48.219,-0  0  0
6.993,-0  0  0,-11.9913 -1.99985 -37.6216,-9.90845 -2.79842  -48.219,-0  0  0
6.994,-0  0  0,-11.9913 -1.99985 -37.6216,-9.90845 -2.79842  -48.219,-0  0  0
6.995,-0  0  0,-11.9913 -1.99985 -37.6216,-9.90845 -2.79842  -48.219,-0  0  0
7.003,-0  0  0,-11.9913 -1.99985 -37.6216,-9.90845 -2.79842  -48.219,-0  0  0
7.004,-0  0  0,-11.9913 -1.99985 -37.6216,-9.90845 -2.79842  -48.219,-0  0  0
7.004,-0  0  0,-11.9913 -1.99985 -37.6216,-9.90845 -2.79842  -48.219,-0  0  0
7.005,-0  0  0,-11.9913 -1.99985 -37.6216,-9.90845 -2.79842  -48.219,-0  0  0
7.006,-0  0  0,-11.9913 -1.99985 -37.6216,-9.90845 -2.79842  -48.219,-0  0  0
7.007,-0  0  0,-11.9913 -1.99985 -37.6216,-9.90845 -2.79842  -48.219,-0  0  0
7.008,-0  0  0,-11.9913 -1.99985 -37.6216,-9.90845 -2.79842  -48.219,-0  0  0
7.011,-0  0  0, -11.197 -5.26765 -35.7128, -9.7784 -2.79655  -54.927,-0  0  0
7.02,-0  0  0, -11.197 -5.26765 -35.7128, -9.7784 -2.79655  -54.927,-0  0  0
7.021,-0  0  0, -11.197 -5.26765 -35.7128, -9.7784 -2.79655  -54.927,-0  0  0
7.021,-0  0  0, -11.197 -5.26765 -35.7128, -9.7784 -2.79655  -54.927,-0  0  0
7.022,-0  0  0, -11.197 -5.26765 -35.7128, -9.7784 -2.79655  -54.927,-0  0  0
7.023,-0  0  0, -11.197 -5.26765 -35.7128, -9.7784 -2.79655  -54.927,-0  0  0
7.024,-0  0  0, -11.197 -5.26765 -35.7128, -9.7784 -2.79655  -54.927,-0  0  0
7.025,-0  0  0, -11.197 -5.26765 -35.7128, -9.7784 -2.79655  -54.927,-0  0  0
7.026,-0  0  0, -11.197 -5.26765 -35.7128, -9.7784 -2.79655  -54.927,-0  0  0
7.036,-0  0  0, -11.197 -5.26765 -35.7128, -9.7784 -2.79655  -54.927,-0  0  0
7.038,-0  0  0, -11.197 -5.26765 -35.7128, -9.7784 -2.79655  -54.927,-0  0  0
7.038,-0  0  0, -11.197 -5.26765 -35.7128, -9.7784 -2.79655  -54.927,-0  0  0
7.039,-0  0  0, -11.197 -5.26765 -35.7128, -9.7784 -2.79655  -54.927,-0  0  0
7.042,-0  0  0,-8.15611 -10.4145 -32.8547, -8.56242 -0.929764  -67.9456,-0  0  0
7.043,-0  0  0,-8.15611 -10.4145 -32.8547, -8.56242 -0.929764  -67.9456,-0  0  0
7.044,-0  0  0,-8.15611 -10.4145 -32.8547, -8.56242 -0.929764  -67.9456,-0  0  0
7.045,-0  0  0,-8.15611 -10.4145 -32.8547, -8.56242 -0.929764  -67.9456,-0  0  0
7.053,-0  0  0,-8.15611 -10.4145 -32.8547, -8.56242 -0.929764  -67.9456,-0  0  0
7.054,-0  0  0,-8.15611 -10.4145 -32.8547, -8.56242 -0.929764  -67.9456,-0  0  0
7.055,-0  0  0,-8.15611 -10.4145 -32.8547, -8.56242 -0.929764  -67.9456,-0  0  0
7.056,-0  0  0,-8.15611 -10.4145 -32.8547, -8.56242 -0.929764  -67.9456,-0  0  0
7.057,-0  0  0,-8.15611 -10.4145 -32.8547, -8.56242 -0.929764  -67.9456,-0  0  0
7.058,-0  0  0,-8.15611 -10.4145 -32.8547, -8.56242 -0.929764  -67.9456,-0  0  0
7.059,-0  0  0,-8.15611 -10.4145 -32.8547, -8.56242 -0.929764  -67.9456,-0  0  0
7.06,-0  0  0,-8.15611 -10.4145 -32.8547, -8.56242 -0.929764  -67.9456,-0  0  0
7.07,-0  0  0,-8.15611 -10.4145 -32.8547, -8.56242 -0.929764  -67.9456,-0  0  0
7.073,-2.11267  7.68506 -44.1872,-0  0  0,-0  0  0,-8.18817  1.24248 -51.1595
7.074,-2.11267  7.68506 -44.1872,-0  0  0,-0  0  0,-8.18817  1.24248 -51.1595
7.074,-2.11267  7.68506 -44.1872,-0  0  0,-0  0  0,-8.18817  1.24248 -51.1595
7.076,-2.11267  7.68506 -44.1872,-0  0  0,-0  0  0,-8.18817  1.24248 -51.1595
7.077,-2.11267  7.68506 -44.1872,-0  0  0,-0  0  0,-8.18817  1.24248 -51.1595
7.077,-2.11267  7.68506 -44.1872,-0  0  0,-0  0  0,-8.18817  1.24248 -51.1595
7.078,-2.11267  7.68506 -44.1872,-0  0  0,-0  0  0,-8.18817  1.24248 -51.1595
7.087,-2.11267  7.68506 -44.1872,-0  0  0,-0  0  0,-8.18817  1.24248 -51.1595
7.088,-2.11267  7.68506 -44.1872,-0  0  0,-0  0  0,-8.18817  1.24248 -51.1595
7.088,-2.11267  7.68506 -44.1872,-0  0  0,-0  0  0,-8.18817  1.24248 -51.1595
7.089,-2.11267  7.68506 -44.1872,-0  0  0,-0  0  0,-8.18817  1.24248 -51.1595
7.09,-2.11267  7.68506 -44.1872,-0  0  0,-0  0  0,-8.18817  1.24248 -51.1595
7.091,-2.11267  7.68506 -44.1872,-0  0  0,-0  0  0,-8.18817  1.24248 -51.1595
7.095,-5.58601  5.07113 -53.4842,-0  0  0,-0  0  0,-11.6356  -2.3074  -61.104
7.096,-5.58601  5.07113 -53.4842,-0  0  0,-0  0  0,-11.6356  -2.3074  -61.104
7.103,-5.58601  5.07113 -53.4842,-0  0  0,-0  0  0,-11.6356  -2.3074  -61.104
7.105,-5.58601  5.07113 -53.4842,-0  0  0,-0  0  0,-11.6356  -2.3074  -61.104
7.106,-5.58601  5.07113 -53.4842,-0  0  0,-0  0  0,-11.6356  -2.3074  -61.104
7.107,-5.58601  5.07113 -53.4842,-0  0  0,-0  0  0,-11.6356  -2.3074  -61.104
7.109,-5.58601  5.07113 -53.4842,-0  0  0,-0  0  0,-11.6356  -2.3074  -61.104
7.109,-5.58601  5.07113 -53.4842,-0  0  0,-0  0  0,-11.6356  -2.3074  -61.104
7.111,-5.58601  5.07113 -53.4842,-0  0  0,-0  0  0,-11.6356  -2.3074  -61.104
7.112,-5.58601  5.07113 -53.4842,-0  0  0,-0  0  0,-11.6356  -2.3074  -61.104
7.12,-5.58601  5.07113 -53.4842,-0  0  0,-0  0  0,-11.6356  -2.3074  -61.104
7.121,-5.58601  5.07113 -53.4842,-0  0  0,-0  0  0,-11.6356  -2.3074  -61.104
7.122,-5.58601  5.07113 -53.4842,-0  0  0,-0  0  0,-11.6356  -2.3074  -61.104
7.126,-8.89248  3.63705 -52.0317,-0  0  0,-0  0  0,-10.2712  1.99379 -54.0956
7.126,-8.89248  3.63705 -52.0317,-0  0  0,-0  0  0,-10.2712  1.99379 -54.0956
7.127,-8.89248  3.63705 -52.0317,-0  0  0,-0  0  0,-10.2712  1.99379 -54.0956
7.128,-8.89248  3.63705 -52.0317,-0  0  0,-0  0  0,-10.2712  1.99379 -54.0956
7.129,-8.89248  3.63705 -52.0317,-0  0  0,-0  0  0,-10.2712  1.99379 -54.0956
7.137,-8.89248  3.63705 -52.0317,-0  0  0,-0  0  0,-10.2712  1.99379 -54.0956
7.138,-8.89248  3.63705 -52.0317,-0  0  0,-0  0  0,-10.2712  1.99379 -54.0956
7.139,-8.89248  3.63705 -52.0317,-0  0  0,-0  0  0,-10.2712  1.99379 -54.0956
7.14,-8.89248  3.63705 -52.0317,-0  0  0,-0  0  0,-10.2712  1.99379 -54.0956
7.141,-8.89248  3.63705 -52.0317,-0  0  0,-0  0  0,-10.2712  1.99379 -54.0956
7.142,-8.89248  3.63705 -52.0317,-0  0  0,-0  0  0,-10.2712  1.99379 -54.0956
7.142,-8.89248  3.63705 -52.0317,-0  0  0,-0  0  0,-10.2712  1.99379 -54.0956
7.143,-8.89248  3.63705 -52.0317,-0  0  0,-0  0  0,-10.2712  1.99379 -54.0956
7.154,-10.1238  1.54178 -48.2213,-0  0  0,-0  0  0,-9.14017  2.85972 -49.1177
7.155,-10.1238  1.54178 -48.2213,-0  0  0,-0  0  0,-9.14017  2.85972 -49.1177
7.156,-10.1238  1.54178 -48.2213,-0  0  0,-0  0  0,-9.14017  2.85972 -49.1177
7.157,-10.1238  1.54178 -48.2213,-0  0  0,-0  0  0,-9.14017  2.85972 -49.1177
7.158,-10.1238  1.54178 -48.2213,-0  0  0,-0  0  0,-9.14017  2.85972 -49.1177
7.158,-10.1238  1.54178 -48.2213,-0  0  0,-0  0  0,-9.14017  2.85972 -49.1177
7.159,-10.1238  1.54178 -48.2213,-0  0  0,-0  0  0,-9.14017  2.85972 -49.1177
7.16,-10.1238  1.54178 -48.2213,-0  0  0,-0  0  0,-9.14017  2.85972 -49.1177
7.171,-10.1238  1.54178 -48.2213,-0  0  0,-0  0  0,-9.14017  2.85972 -49.1177
7.172,-10.1238  1.54178 -48.2213,-0  0  0,-0  0  0,-9.14017  2.85972 -49.1177
7.173,-10.1238  1.54178 -48.2213,-0  0  0,-0  0  0,-9.14017  2.85972 -49.1177
7.174,-10.1238  1.54178 -48.2213,-0  0  0,-0  0  0,-9.14017  2.85972 -49.1177
7.175,-10.1238  1.54178 -48.2213,-0  0  0,-0  0  0,-9.14017  2.85972 -49.1177
7.178,-10.5194 0.387589 -43.4286,-0  0  0,-0  0  0,-8.22696   3.3697 -43.5417
7.179,-10.5194 0.387589 -43.4286,-0  0  0,-0  0  0,-8.22696   3.3697 -43.5417
7.18,-10.5194 0.387589 -43.4286,-0  0  0,-0  0  0,-8.22696   3.3697 -43.5417
7.187,-10.5194 0.387589 -43.4286,-0  0  0,-0  0  0,-8.22696   3.3697 -43.5417
7.189,-10.5194 0.387589 -43.4286,-0  0  0,-0  0  0,-8.22696   3.3697 -43.5417
7.191,-10.5194 0.387589 -43.4286,-0  0  0,-0  0  0,-8.22696   3.3697 -43.5417
7.192,-10.5194 0.387589 -43.4286,-0  0  0,-0  0  0,-8.22696   3.3697 -43.5417
7.192,-10.5194 0.387589 -43.4286,-0  0  0,-0  0  0,-8.22696   3.3697 -43.5417
7.194,-10.5194 0.387589 -43.4286,-0  0  0,-0  0  0,-8.22696   3.3697 -43.5417
7.195,-10.5194 0.387589 -43.4286,-0  0  0,-0  0  0,-8.22696   3.3697 -43.5417
7.196,-10.5194 0.387589 -43.4286,-0  0  0,-0  0  0,-8.22696   3.3697 -43.5417
7.204,-10.5194 0.387589 -43.4286,-0  0  0,-0  0  0,-8.22696   3.3697 -43.5417
7.205,-10.5194 0.387589 -43.4286,-0  0  0,-0  0  0,-8.22696   3.3697 -43.5417
7.208,-10.4142 0.719638 -40.5285,-0  0  0,-0  0  0,-7.96133  3.99297 -41.6374
7.209,-10.4142 0.719638 -40.5285,-0  0  0,-0  0  0,-7.96133  3.99297 -41.6374
7.209,-10.4142 0.719638 -40.5285,-0  0  0,-0  0  0,-7.96133  3.99297 -41.6374
7.21,-10.4142 0.719638 -40.5285,-0  0  0,-0  0  0,-7.96133  3.99297 -41.6374
7.211,-10.4142 0.719638 -40.5285,-0  0  0,-0  0  0,-7.96133  3.99297 -41.6374
7.212,-10.4142 0.719638 -40.5285,-0  0  0,-0  0  0,-7.96133  3.99297 -41.6374
7.221,-10.4142 0.719638 -40.5285,-0  0  0,-0  0  0,-7.96133  3.99297 -41.6374
7.222,-10.4142 0.719638 -40.5285,-0  0  0,-0  0  0,-7.96133  3.99297 -41.6374
7.223,-10.4142 0.719638 -40.5285,-0  0  0,-0  0  0,-7.96133  3.99297 -41.6374
7.224,-10.4142 0.719638 -40.5285,-0  0  0,-0  0  0,-7.96133  3.99297 -41.6374
7.225,-10.4142 0.719638 -40.5285,-0  0  0,-0  0  0,-7.96133  3.99297 -41.6374
7.226,-10.4142 0.719638 -40.5285,-0  0  0,-0  0  0,-7.96133  3.99297 -41.6374
7.227,-10.4142 0.719638 -40.5285,-0  0  0,-0  0  0,-7.96133  3.99297 -41.6374
7.23,  -10.15  2.59886 -39.6093,-0  0  0,-0  0  0,-9.15103   4.1294 -43.3436
7.238,  -10.15  2.59886 -39.6093,-0  0  0,-0  0  0,-9.15103   4.1294 -43.3436
7.239,  -10.15  2.59886 -39.6093,-0  0  0,-0  0  0,-9.15103   4.1294 -43.3436
7.239,  -10.15  2.59886 -39.6093,-0  0  0,-0  0  0,-9.15103   4.1294 -43.3436
7.24,  -10.15  2.59886 -39.6093,-0  0  0,-0  0  0,-9.15103   4.1294 -43.3436
7.241,  -10.15  2.59886 -39.6093,-0  0  0,-0  0  0,-9.15103   4.1294 -43.3436
7.242,  -10.15  2.59886 -39.6093,-0  0  0,-0  0  0,-9.15103   4.1294 -43.3436
7.243,  -10.15  2.59886 -39.6093,-0  0  0,-0  0  0,-9.15103   4.1294 -43.3436
7.244,  -10.15  2.59886 -39.6093,-0  0  0,-0  0  0,-9.15103   4.1294 -43.3436
7.254,  -10.15  2.59886 -39.6093,-0  0  0,-0  0  0,-9.15103   4.1294 -43.3436
7.255,  -10.15  2.59886 -39.6093,-0  0  0,-0  0  0,-9.15103   4.1294 -43.3436
7.256,  -10.15  2.59886 -39.6093,-0  0  0,-0  0  0,-9.15103   4.1294 -43.3436
7.257,  -10.15  2.59886 -39.6093,-0  0  0,-0  0  0,-9.15103   4.1294 -43.3436
7.259,-9.46393  4.51656 -39.3317,-0  0  0,-0  0  0, -11.284  2.59519 -47.3975
7.26,-9.46393  4.51656 -39.3317,-0  0  0,-0  0  0, -11.284  2.59519 -47.3975
7.26,-9.46393  4.51656 -39.3317,-0  0  0,-0  0  0, -11.284  2.59519 -47.3975
7.261,-9.46393  4.51656 -39.3317,-0  0  0,-0  0  0, -11.284  2.59519 -47.3975
7.271,-9.46393  4.51656 -39.3317,-0  0  0,-0  0  0, -11.284  2.59519 -47.3975
7.275,-9.46393  4.51656 -39.3317,-0  0  0,-0  0  0, -11.284  2.59519 -47.3975
7.278,-9.46393  4.51656 -39.3317,-0  0  0,-0  0  0, -11.284  2.59519 -47.3975
7.282,-9.46393  4.51656 -39.3317,-0  0  0,-0  0  0, -11.284  2.59519 -47.3975
7.287,-9.46393  4.51656 -39.3317,-0  0  0,-0  0  0, -11.284  2.59519 -47.3975
7.292,-9.46393  4.51656 -39.3317,-0  0  0,-0  0  0, -11.284  2.59519 -47.3975
7.294,-9.46393  4.51656 -39.3317,-0  0  0,-0  0  0, -11.284  2.59519 -47.3975
7.297,-9.46393  4.51656 -39.3317,-0  0  0,-0  0  0, -11.284  2.59519 -47.3975
7.299,-9.46393  4.51656 -39.3317,-0  0  0,-0  0  0, -11.284  2.59519 -47.3975
7.306,0 0 0,-5.06329 -9.24675 -33.2708,-13.4088  -1.5145 -51.3121,0 0 0
7.308,0 0 0,-5.06329 -9.24675 -33.2708,-13.4088  -1.5145 -51.3121,0 0 0
7.31,0 0 0,-5.06329 -9.24675 -33.2708,-13.4088  -1.5145 -51.3121,0 0 0
7.312,0 0 0,-5.06329 -9.24675 -33.2708,-13.4088  -1.5145 -51.3121,0 0 0
7.314,0 0 0,-5.06329 -9.24675 -33.2708,-13.4088  -1.5145 -51.3121,0 0 0
7.316,0 0 0,-5.06329 -9.24675 -33.2708,-13.4088  -1.5145 -51.3121,0 0 0
7.318,0 0 0,-5.06329 -9.24675 -33.2708,-13.4088  -1.5145 -51.3121,0 0 0
7.32,0 0 0,-5.06329 -9.24675 -33.2708,-13.4088  -1.5145 -51.3121,0 0 0
7.321,0 0 0,-5.06329 -9.24675 -33.2708,-13.4088  -1.5145 -51.3121,0 0 0
7.324,0 0 0,-5.06329 -9.24675 -33.2708,-13.4088  -1.5145 -51.3121,0 0 0
7.325,0 0 0,-5.06329 -9.24675 -33.2708,-13.4088  -1.5145 -51.3121,0 0 0
7.327,0 0 0,-5.06329 -9.24675 -33.2708,-13.4088  -1.5145 -51.3121,0 0 0
7.328,0 0 0,-5.06329 -9.24675 -33.2708,-13.4088  -1.5145 -51.3121,0 0 0
7.331,0 0 0,-9.83111  -8.9697  -46.822,-17.5743 0.105489 -60.4958,0 0 0
7.332,0 0 0,-9.83111  -8.9697  -46.822,-17.5743 0.105489 -60.4958,0 0 0
7.333,0 0 0,-9.83111  -8.9697  -46.822,-17.5743 0.105489 -60.4958,0 0 0
7.334,0 0 0,-9.83111  -8.9697  -46.822,-17.5743 0.105489 -60.4958,0 0 0
7.335,0 0 0,-9.83111  -8.9697  -46.822,-17.5743 0.105489 -60.4958,0 0 0
7.336,0 0 0,-9.83111  -8.9697  -46.822,-17.5743 0.105489 -60.4958,0 0 0
7.337,0 0 0,-9.83111  -8.9697  -46.822,-17.5743 0.105489 -60.4958,0 0 0
7.338,0 0 0,-9.83111  -8.9697  -46.822,-17.5743 0.105489 -60.4958,0 0 0
7.338,0 0 0,-9.83111  -8.9697  -46.822,-17.5743 0.105489 -60.4958,0 0 0
7.339,0 0 0,-9.83111  -8.9697  -46.822,-17.5743 0.105489 -60.4958,0 0 0
7.344,0 0 0,-9.83111  -8.9697  -46.822,-17.5743 0.105489 -60.4958,0 0 0
7.345,0 0 0,-9.83111  -8.9697  -46.822,-17.5743 0.105489 -60.4958,0 0 0
7.346,0 0 0,-9.83111  -8.9697  -46.822,-17.5743 0.105489 -60.4958,0 0 0
7.35, 0 -0  0,-12.6856 -5.13722 -46.0834,-15.7173 -2.27187 -55.4189, 0 -0  0
7.351, 0 -0  0,-12.6856 -5.13722 -46.0834,-15.7173 -2.27187 -55.4189, 0 -0  0
7.352, 0 -0  0,-12.6856 -5.13722 -46.0834,-15.7173 -2.27187 -55.4189, 0 -0  0
7.353, 0 -0  0,-12.6856 -5.13722 -46.0834,-15.7173 -2.27187 -55.4189, 0 -0  0
7.354, 0 -0  0,-12.6856 -5.13722 -46.0834,-15.7173 -2.27187 -55.4189, 0 -0  0
7.361, 0 -0  0,-12.6856 -5.13722 -46.0834,-15.7173 -2.27187 -55.4189, 0 -0  0
7.362, 0 -0  0,-12.6856 -5.13722 -46.0834,-15.7173 -2.27187 -55.4189, 0 -0  0
7.363, 0 -0  0,-12.6856 -5.13722 -46.0834,-15.7173 -2.27187 -55.4189, 0 -0  0
7.364, 0 -0  0,-12.6856 -5.13722 -46.0834,-15.7173 -2.27187 -55.4189, 0 -0  0
7.365, 0 -0  0,-12.6856 -5.13722 -46.0834,-15.7173 -2.27187 -55.4189, 0 -0  0
7.366, 0 -0  0,-12.6856 -5.13722 -46.0834,-15.7173 -2.27187 -55.4189, 0 -0  0
7.366, 0 -0  0,-12.6856 -5.13722 -46.0834,-15.7173 -2.27187 -55.4189, 0 -0  0
7.368, 0 -0  0,-12.6856 -5.13722 -46.0834,-15.7173 -2.27187 -55.4189, 0 -0  0
7.377, 0 -0  0,-13.4081   -2.706  -43.639,-14.3478 -2.44173 -50.8007, 0 -0  0
7.378, 0 -0  0,-13.4081   -2.706  -43.639,-14.3478 -2.44173 -50.8007, 0 -0  0
7.381, 0 -0  0,-13.4081   -2.706  -43.639,-14.3478 -2.44173 -50.8007, 0 -0  0
7.382, 0 -0  0,-13.4081   -2.706  -43.639,-14.3478 -2.44173 -50.8007, 0 -0  0
7.383, 0 -0  0,-13.4081   -2.706  -43.639,-14.3478 -2.44173 -50.8007, 0 -0  0
7.384, 0 -0  0,-13.4081   -2.706  -43.639,-14.3478 -2.44173 -50.8007, 0 -0  0
7.385, 0 -0  0,-13.4081   -2.706  -43.639,-14.3478 -2.44173 -50.8007, 0 -0  0
7.386, 0 -0  0,-13.4081   -2.706  -43.639,-14.3478 -2.44173 -50.8007, 0 -0  0
7.394, 0 -0  0,-13.4081   -2.706  -43.639,-14.3478 -2.44173 -50.8007, 0 -0  0
7.395, 0 -0  0,-13.4081   -2.706  -43.639,-14.3478 -2.44173 -50.8007, 0 -0  0
7.396, 0 -0  0,-13.4081   -2.706  -43.639,-14.3478 -2.44173 -50.8007, 0 -0  0
7.397, 0 -0  0,-13.4081   -2.706  -43.639,-14.3478 -2.44173 -50.8007, 0 -0  0
7.397, 0 -0  0,-13.4081   -2.706  -43.639,-14.3478 -2.44173 -50.8007, 0 -0  0
7.4,0 0 0,-13.7786 0.174431 -39.2416,-12.2942 -2.84805 -45.4692,0 0 0
7.401,0 0 0,-13.7786 0.174431 -39.2416,-12.2942 -2.84805 -45.4692,0 0 0
7.402,0 0 0,-13.7786 0.174431 -39.2416,-12.2942 -2.84805 -45.4692,0 0 0
7.411,0 0 0,-13.7786 0.174431 -39.2416,-12.2942 -2.84805 -45.4692,0 0 0
7.412,0 0 0,-13.7786 0.174431 -39.2416,-12.2942 -2.84805 -45.4692,0 0 0
7.414,0 0 0,-13.7786 0.174431 -39.2416,-12.2942 -2.84805 -45.4692,0 0 0
